Attendance_Percentage,Quiz_Average,Marks,Assignment_Average,Weekly_Study_Hours,Average_Session_Duration,Engagement_Score,Sessions_Per_Week,Performance
78.4,47.67166666666666,46.0,40.0,23.1,67,91.3,14,At Risk
73.7,54.531666666666666,62.66666666666666,40.0,17.5,43,78.5,4,Average
65.8,63.748333333333335,70.66666666666667,37.0,26.1,56,100.0,9,Average
79.3,63.12833333333333,56.66666666666666,30.4,17.9,168,83.69999999999999,12,Average
73.5,57.80166666666667,68.0,45.8,9.7,148,63.1,11,Average
83.1,63.45,31.666666666666668,55.8,29.0,171,100.0,6,At Risk
81.2,58.77833333333333,54.66666666666666,49.0,20.7,88,90.1,13,Average
72.7,56.44,57.66666666666666,49.2,30.7,24,100.0,14,Average
80.0,89.83166666666666,49.0,74.4,9.3,130,57.900000000000006,9,At Risk
71.6,43.04333333333333,66.0,38.2,16.5,103,67.5,3,Average
74.2,65.75,58.66666666666666,34.0,23.4,78,100.0,10,Average
83.1,56.875,61.66666666666666,50.2,31.9,120,100.0,5,Average
77.6,83.68666666666667,52.66666666666666,17.4,34.9,163,100.0,6,Average
75.3,69.43166666666666,59.333333333333336,43.4,31.9,120,100.0,2,Average
77.4,52.32,44.0,61.0,30.3,42,100.0,4,At Risk
87.0,53.41,62.0,38.8,31.5,146,100.0,10,Average
75.3,44.93666666666667,50.66666666666666,39.2,8.4,91,57.2,12,Average
73.1,61.69,86.66666666666667,44.6,24.6,51,100.0,13,High Performer
69.2,62.035,68.0,60.2,12.9,144,66.7,13,Average
72.4,55.865,49.66666666666666,49.8,17.5,111,76.5,4,At Risk
77.4,58.28333333333333,60.66666666666666,27.0,8.1,171,82.3,7,Average
79.8,57.461666666666666,35.666666666666664,45.4,20.5,109,87.5,13,At Risk
72.2,58.99333333333334,54.66666666666666,51.4,20.8,138,96.4,14,Average
76.2,71.71666666666667,56.333333333333336,57.6,29.9,74,100.0,6,Average
60.5,61.74166666666667,50.333333333333336,48.0,6.8,158,72.4,2,Average
71.2,53.35,71.33333333333333,37.8,26.5,37,100.0,6,Average
79.2,79.01166666666667,70.0,53.8,33.9,92,100.0,12,Average
69.3,67.87,39.0,40.0,14.6,39,87.8,14,At Risk
71.0,49.08166666666667,51.66666666666666,69.8,31.2,103,100.0,3,Average
75.0,79.50333333333333,78.33333333333333,78.0,6.3,129,56.9,8,Average
72.5,83.765,43.333333333333336,29.4,18.2,170,100.0,5,At Risk
76.7,63.93833333333333,69.33333333333333,31.4,9.0,175,75.0,6,Average
79.6,62.86166666666667,48.333333333333336,34.0,6.6,53,79.8,5,At Risk
73.7,52.87833333333333,53.333333333333336,42.8,23.8,55,100.0,4,Average
72.7,52.98500000000001,54.0,45.0,15.1,139,59.3,11,Average
77.0,51.55166666666667,44.66666666666666,64.0,33.0,67,100.0,12,At Risk
64.7,46.99,67.0,48.2,6.8,135,62.4,3,Average
70.2,65.55666666666666,77.66666666666667,47.0,12.1,86,56.3,4,Average
75.9,71.99833333333333,58.66666666666666,25.0,28.2,174,100.0,2,Average
80.6,53.48333333333333,63.66666666666666,41.0,12.4,100,69.2,8,Average
73.0,71.445,60.66666666666666,60.2,10.9,169,66.7,9,Average
76.4,52.66833333333333,63.66666666666666,38.4,20.0,95,100.0,14,Average
82.3,76.07833333333333,53.0,34.8,6.6,112,43.8,13,Average
76.8,51.65833333333333,89.66666666666667,50.4,9.8,64,89.4,2,High Performer
78.8,47.333333333333336,73.33333333333333,38.6,31.5,146,100.0,4,Average
74.6,50.99333333333333,55.0,33.8,18.7,26,86.1,10,Average
77.7,66.825,64.33333333333333,63.4,17.8,29,77.4,6,Average
70.8,58.14666666666667,87.33333333333333,23.6,15.7,73,81.1,11,High Performer
70.8,63.715,58.0,48.6,16.5,135,100.0,6,Average
83.3,55.50333333333333,60.66666666666666,67.8,22.1,155,100.0,11,Average
74.8,55.48666666666666,64.0,59.2,20.2,54,94.6,6,Average
74.4,57.43833333333333,60.0,26.4,15.2,166,59.6,4,Average
72.7,59.97,43.66666666666666,33.2,5.9,89,51.7,13,At Risk
76.8,56.71333333333333,51.333333333333336,54.4,18.4,58,85.19999999999999,6,Average
82.4,53.455000000000005,52.333333333333336,58.4,10.3,43,72.9,3,Average
72.6,56.678333333333335,73.0,37.6,30.6,136,100.0,10,Average
66.7,66.43333333333334,62.333333333333336,66.2,7.8,33,69.4,13,Average
73.5,72.66166666666668,60.66666666666666,52.4,17.8,109,67.4,3,Average
70.5,60.775,58.66666666666666,33.4,6.4,111,45.2,12,Average
73.0,67.80333333333333,62.333333333333336,26.4,32.8,172,100.0,11,Average
76.7,61.89333333333334,56.333333333333336,28.8,5.2,180,41.6,14,Average
69.9,64.78333333333333,77.66666666666667,51.4,24.9,22,100.0,10,Average
77.7,47.89000000000001,48.66666666666666,27.0,21.7,121,93.1,13,At Risk
67.1,60.915,56.66666666666666,37.8,17.0,151,69.0,5,Average
75.3,49.91833333333333,67.0,67.2,17.9,145,97.7,13,Average
79.5,56.41,54.0,35.0,31.4,145,100.0,9,Average
79.6,66.625,72.33333333333333,75.0,11.1,66,61.3,2,Average
72.3,67.51166666666667,65.0,34.2,25.1,141,100.0,12,Average
70.4,54.29166666666666,52.66666666666666,59.2,10.1,92,56.3,14,Average
78.3,58.93666666666667,64.33333333333333,32.6,11.4,175,84.2,6,Average
73.1,86.72666666666667,90.33333333333331,38.0,24.4,57,93.2,9,High Performer
72.5,63.251666666666665,62.66666666666666,24.4,31.0,136,100.0,9,Average
70.0,76.39,72.33333333333333,43.4,32.1,108,100.0,14,Average
73.6,56.635,75.66666666666667,26.8,11.6,111,94.8,11,Average
72.2,70.435,42.333333333333336,54.8,5.1,123,25.3,12,At Risk
68.0,78.98333333333333,46.66666666666666,50.4,18.4,82,91.2,6,At Risk
76.4,55.52166666666667,55.66666666666666,42.2,20.9,50,94.7,6,Average
77.6,75.49,63.66666666666666,52.6,27.9,75,95.7,10,Average
78.7,71.78,70.0,23.4,15.1,99,83.3,4,Average
77.2,63.098333333333336,77.66666666666667,52.2,7.9,156,41.7,10,Average
74.9,58.10333333333333,70.33333333333333,42.6,24.6,109,95.8,5,Average
72.5,56.11166666666667,44.66666666666666,44.2,13.9,119,51.7,13,At Risk
77.0,66.75666666666667,58.66666666666666,26.2,24.6,45,100.0,3,Average
73.3,46.27833333333333,44.66666666666666,34.2,32.7,171,100.0,8,At Risk
76.2,73.89166666666667,32.333333333333336,18.4,15.6,65,100.0,8,At Risk
75.8,75.39999999999999,53.0,66.6,23.5,108,92.5,13,Average
68.9,63.828333333333326,63.0,35.4,33.9,72,100.0,5,Average
78.6,60.91833333333333,62.333333333333336,41.2,31.0,25,100.0,7,Average
65.0,56.88,75.33333333333333,26.8,24.3,91,90.9,9,Average
68.5,63.85833333333333,41.66666666666666,62.4,21.3,120,81.9,9,At Risk
76.8,74.53166666666667,65.66666666666667,35.0,30.0,171,100.0,10,Average
72.3,55.675,45.0,38.6,21.2,47,91.6,10,At Risk
70.5,87.47833333333334,46.66666666666666,27.0,28.1,131,100.0,9,At Risk
75.2,59.71333333333333,60.0,40.0,30.5,139,100.0,7,Average
69.4,56.376666666666665,58.333333333333336,54.0,28.8,74,100.0,14,Average
75.0,45.345,66.0,62.6,20.5,129,71.5,6,Average
80.5,62.00333333333333,53.333333333333336,41.6,5.1,155,55.3,8,Average
74.8,67.98833333333333,61.333333333333336,55.0,10.9,51,92.7,9,Average
77.4,58.38333333333333,53.0,32.6,21.3,54,77.9,9,Average
70.7,77.35833333333333,40.0,54.4,26.0,80,100.0,10,At Risk
76.8,43.88833333333333,67.33333333333333,53.8,7.0,126,69.0,10,Average
66.6,65.61833333333333,33.333333333333336,41.2,8.2,145,52.6,11,At Risk
76.6,41.84666666666666,61.333333333333336,57.6,18.9,75,100.0,9,Average
73.5,54.52333333333333,58.0,25.2,25.9,64,93.7,11,Average
79.0,37.975,73.66666666666667,18.8,32.5,156,100.0,5,Average
70.3,53.803333333333335,34.333333333333336,65.2,13.1,106,99.3,10,At Risk
77.0,50.045,47.0,49.8,18.5,162,97.5,8,At Risk
78.1,61.13833333333333,72.0,55.6,22.3,133,100.0,8,Average
75.1,66.395,68.33333333333333,44.0,5.4,178,56.2,11,Average
79.3,77.01333333333334,84.33333333333333,28.0,20.1,159,72.30000000000001,5,High Performer
75.9,48.03,41.66666666666666,59.2,8.6,36,81.8,6,At Risk
71.4,62.223333333333336,57.0,37.6,22.4,39,100.0,9,Average
72.8,69.97166666666666,35.333333333333336,48.2,33.1,51,100.0,7,At Risk
79.3,76.215,45.0,44.6,33.3,107,100.0,8,At Risk
72.8,65.98833333333333,70.66666666666667,45.6,10.6,89,51.8,11,Average
72.9,69.72833333333334,53.0,44.0,5.4,30,26.200000000000003,14,Average
82.4,48.215,74.33333333333333,41.8,16.9,175,82.69999999999999,5,Average
74.4,67.14999999999999,45.0,24.2,20.0,69,100.0,13,At Risk
68.7,44.64666666666667,51.66666666666666,45.8,22.0,71,78.0,7,Average
65.6,75.18333333333334,78.0,46.8,5.5,44,36.5,7,Average
76.7,68.795,53.333333333333336,48.0,7.5,32,64.5,11,Average
70.7,47.56833333333333,62.333333333333336,34.2,5.2,35,35.6,7,Average
80.1,57.96,80.0,67.8,25.2,49,100.0,4,High Performer
67.2,65.38166666666666,53.66666666666666,59.2,28.9,106,100.0,5,Average
77.1,72.425,34.333333333333336,63.6,32.6,27,100.0,4,At Risk
80.0,65.21,60.0,54.2,21.0,57,87.0,4,Average
73.0,60.06,59.333333333333336,52.2,34.5,128,100.0,6,Average
81.9,60.31333333333333,61.333333333333336,52.6,11.3,37,49.900000000000006,6,Average
73.2,58.665,88.33333333333333,41.8,31.3,74,100.0,14,High Performer
78.0,66.54666666666667,78.0,25.8,19.7,40,91.1,9,Average
77.9,62.51666666666667,28.666666666666668,38.6,33.2,155,100.0,9,At Risk
75.3,61.225,73.0,21.6,17.5,111,96.5,14,Average
66.8,56.19166666666666,69.33333333333333,34.0,26.3,115,100.0,8,Average
75.2,65.43166666666667,73.0,62.2,21.1,117,81.30000000000001,9,Average
79.5,37.48833333333334,71.0,65.6,31.2,65,100.0,13,Average
64.8,66.115,57.0,61.4,26.5,110,100.0,8,Average
76.9,52.21,61.333333333333336,78.0,6.4,176,29.200000000000003,14,Average
69.5,63.586666666666666,55.0,50.8,30.2,110,100.0,7,Average
78.2,82.77499999999999,40.333333333333336,65.4,21.3,49,87.9,9,At Risk
75.0,62.74,52.66666666666666,59.4,18.0,147,78.0,2,Average
74.3,60.175,65.0,63.6,31.0,58,100.0,10,Average
76.2,53.9,43.0,44.8,24.0,147,100.0,12,At Risk
69.1,73.27666666666666,41.333333333333336,45.2,7.4,123,80.2,11,At Risk
69.0,54.33833333333333,66.0,66.6,31.8,172,100.0,3,Average
73.6,88.63666666666666,55.66666666666666,43.6,15.2,57,67.6,12,Average
71.3,61.626666666666665,67.0,55.8,10.0,119,40.0,10,Average
77.7,45.48166666666666,57.333333333333336,25.8,28.4,155,100.0,7,Average
69.5,54.69166666666666,76.0,39.6,23.8,158,100.0,8,Average
76.1,53.23333333333333,42.333333333333336,44.6,30.5,124,100.0,11,At Risk
72.3,78.935,54.66666666666666,42.0,17.9,139,81.69999999999999,4,Average
77.9,55.06833333333333,31.33333333333333,46.4,8.8,61,56.400000000000006,12,At Risk
79.7,65.17,55.333333333333336,43.8,11.1,158,69.3,13,Average
75.3,51.78,61.0,43.4,6.3,80,70.9,11,Average
76.7,43.61166666666667,40.66666666666666,43.4,23.5,95,88.5,6,At Risk
77.2,73.20166666666667,44.333333333333336,60.0,33.0,144,100.0,12,At Risk
76.7,61.065,69.33333333333333,40.6,17.1,164,63.3,9,Average
64.8,74.92,83.33333333333333,36.4,16.5,113,77.5,8,High Performer
71.2,71.07833333333333,60.333333333333336,46.8,11.7,59,77.1,2,Average
73.8,70.44166666666666,61.333333333333336,60.0,13.7,47,79.1,3,Average
75.4,61.385,54.0,54.2,29.8,72,100.0,8,Average
74.5,58.281666666666666,58.66666666666666,49.8,29.7,88,99.1,6,Average
82.3,74.58833333333332,49.0,55.0,26.0,149,100.0,13,At Risk
67.7,46.08166666666667,47.333333333333336,61.2,31.1,44,100.0,2,At Risk
77.9,61.81666666666666,24.666666666666668,54.8,11.6,95,88.8,10,At Risk
70.1,55.02666666666667,83.0,43.6,34.9,71,100.0,7,High Performer
83.4,64.35333333333334,57.0,42.0,18.2,23,92.6,4,Average
73.1,65.585,64.66666666666667,63.2,27.8,126,100.0,12,Average
70.3,62.39000000000001,50.333333333333336,37.0,7.5,114,68.5,10,Average
79.6,73.01666666666667,58.0,57.6,6.3,101,76.9,14,Average
72.0,55.855,73.66666666666667,41.0,18.0,160,88.0,2,Average
72.9,75.00333333333333,64.33333333333333,48.8,21.7,86,100.0,7,Average
78.6,64.12666666666667,86.0,48.6,30.2,132,100.0,2,High Performer
72.6,59.461666666666666,56.333333333333336,41.6,7.0,138,67.0,2,Average
70.2,55.14666666666667,44.66666666666666,29.0,6.7,58,48.1,6,At Risk
72.9,62.82833333333334,60.66666666666666,55.0,32.1,51,100.0,6,Average
75.0,76.62333333333333,74.33333333333333,32.8,28.1,158,100.0,2,Average
79.6,65.08166666666666,30.666666666666668,40.8,33.2,56,100.0,8,At Risk
68.0,58.67166666666666,76.66666666666667,10.6,22.2,34,100.0,5,Average
66.8,50.22833333333333,77.66666666666667,19.6,26.7,92,96.1,5,Average
69.2,58.22166666666666,57.333333333333336,51.0,23.7,21,81.1,5,Average
72.3,60.11666666666667,75.66666666666667,41.6,25.2,22,89.6,9,Average
68.3,62.23666666666666,69.0,34.2,21.1,29,79.30000000000001,4,Average
73.4,60.21666666666667,53.66666666666666,39.8,23.3,73,93.9,12,Average
71.4,71.465,56.333333333333336,32.0,35.0,134,100.0,11,Average
75.8,44.531666666666666,55.0,42.6,24.8,70,88.4,3,Average
82.7,83.90666666666667,54.333333333333336,31.4,23.0,73,100.0,8,Average
81.1,45.06833333333333,63.66666666666666,29.6,17.7,89,71.1,3,Average
71.3,44.445,55.66666666666666,50.0,27.4,78,100.0,9,Average
78.7,61.26833333333334,46.0,46.0,14.9,40,62.7,9,At Risk
72.5,58.35166666666667,42.0,37.4,30.0,28,100.0,4,At Risk
67.3,46.51166666666666,73.0,51.6,24.5,151,99.5,14,Average
75.4,51.03666666666667,33.333333333333336,55.8,19.2,164,100.0,14,At Risk
92.0,70.855,42.66666666666666,47.4,28.6,23,100.0,5,At Risk
82.9,62.565,73.0,30.4,15.6,88,74.8,2,Average
74.3,68.47,57.66666666666666,32.4,24.2,156,100.0,3,Average
74.5,53.885,77.0,65.0,7.5,142,60.5,4,Average
79.0,39.08833333333333,55.333333333333336,35.8,14.7,145,94.1,4,Average
81.1,43.77333333333333,40.333333333333336,42.8,34.3,64,100.0,10,At Risk
82.9,58.33833333333333,65.0,40.4,8.0,117,72.0,2,Average
75.7,71.76833333333333,63.0,26.0,28.5,62,100.0,12,Average
65.5,70.69,73.66666666666667,58.8,34.0,127,100.0,6,Average
71.1,69.15666666666667,67.0,59.0,9.2,170,61.6,13,Average
82.5,49.51333333333333,72.0,76.0,14.5,154,87.5,13,Average
78.9,60.80833333333334,64.33333333333333,60.2,19.6,151,100.0,7,Average
74.2,43.79166666666666,76.33333333333333,25.4,11.7,169,69.1,4,Average
79.4,60.09,55.66666666666666,46.0,10.3,131,74.9,11,Average
79.9,56.85833333333333,46.333333333333336,51.2,17.7,54,100.0,6,At Risk
77.0,62.42,47.0,42.4,16.2,50,78.6,6,At Risk
71.1,57.23166666666666,70.66666666666667,43.0,10.1,110,86.3,11,Average
79.9,59.59333333333333,50.0,60.0,14.4,88,99.2,9,Average
75.1,57.086666666666666,67.33333333333333,30.2,18.2,62,80.6,12,Average
80.5,63.49166666666667,65.66666666666667,41.4,20.1,143,100.0,5,Average
64.0,63.15333333333333,59.0,16.6,15.8,73,93.4,3,Average
72.8,65.11666666666666,84.33333333333333,37.6,34.3,80,100.0,7,High Performer
75.7,64.465,60.66666666666666,53.6,9.4,135,64.2,7,Average
79.2,69.95166666666667,70.0,59.2,17.9,74,99.7,12,Average
77.9,55.73166666666666,38.0,58.6,27.8,160,93.4,12,At Risk
65.4,63.84,45.66666666666666,52.8,23.9,101,100.0,3,At Risk
78.7,74.87333333333333,69.33333333333333,55.4,20.1,109,80.30000000000001,8,Average
83.6,62.65333333333333,83.0,37.6,7.7,129,43.1,3,High Performer
78.1,73.18333333333334,72.33333333333333,43.0,10.0,83,78.0,7,Average
81.2,71.47166666666666,74.33333333333333,59.2,7.5,163,60.5,9,Average
72.7,46.125,48.0,64.4,14.1,72,72.3,8,At Risk
69.2,68.395,72.33333333333333,47.8,17.7,22,100.0,4,Average
76.7,60.86000000000001,52.333333333333336,47.4,14.6,139,97.8,5,Average
77.8,67.98166666666667,65.66666666666667,41.6,20.3,50,86.9,7,Average
76.0,47.75333333333333,73.66666666666667,37.2,16.7,34,88.1,3,Average
72.3,57.575,47.0,65.0,32.2,42,100.0,11,At Risk
70.4,59.77,66.0,33.4,13.4,115,64.2,3,Average
74.4,50.51500000000001,63.0,58.4,22.7,98,100.0,9,Average
76.1,54.5,78.33333333333333,42.4,29.5,31,100.0,10,Average
77.7,52.61666666666667,61.333333333333336,44.2,16.8,110,96.4,7,Average
72.1,65.64,75.0,20.0,11.6,160,72.8,5,Average
79.6,56.9,42.66666666666666,50.4,7.2,81,79.6,14,At Risk
71.6,68.3,53.0,34.4,7.0,127,71.0,4,Average
78.3,41.778333333333336,69.0,30.8,9.6,82,66.8,5,Average
78.8,64.54666666666667,59.333333333333336,66.2,14.4,116,91.2,11,Average
76.4,63.37833333333333,77.0,60.0,33.8,111,100.0,14,Average
76.3,83.93166666666667,65.33333333333333,27.6,31.8,94,100.0,2,Average
76.3,85.28166666666667,78.33333333333333,40.6,30.2,62,100.0,8,Average
67.2,59.48499999999999,53.66666666666666,56.0,31.2,71,100.0,14,Average
70.9,60.77333333333333,69.0,76.4,23.9,60,85.69999999999999,2,Average
73.4,70.21,67.66666666666667,37.0,14.5,105,93.5,11,Average
69.3,64.16,56.0,58.8,33.5,140,100.0,7,Average
72.8,57.656666666666666,70.66666666666667,31.6,18.3,38,72.9,11,Average
82.5,45.24666666666667,58.66666666666666,20.8,26.9,128,100.0,4,Average
80.4,60.29166666666666,59.66666666666666,25.8,20.5,115,91.5,11,Average
61.7,45.26,60.0,65.6,15.1,41,63.3,2,Average
77.2,55.81166666666667,73.0,39.0,30.0,177,100.0,6,Average
80.0,57.23833333333334,61.0,51.4,34.5,119,100.0,12,Average
77.1,49.70666666666667,60.333333333333336,46.2,30.1,126,100.0,12,Average
85.8,51.185,82.66666666666667,50.2,21.1,131,77.30000000000001,6,High Performer
73.7,46.21833333333333,64.0,72.2,26.4,107,100.0,14,Average
78.1,63.0,79.66666666666667,68.4,31.4,174,100.0,14,Average
74.2,52.806666666666665,49.0,33.4,7.9,80,59.7,3,At Risk
77.1,51.60166666666667,41.333333333333336,31.4,14.3,67,68.9,12,At Risk
77.5,43.48666666666667,76.33333333333333,58.0,24.6,30,100.0,3,Average
71.8,50.455000000000005,34.0,27.0,12.6,50,59.8,4,At Risk
82.7,69.085,47.333333333333336,27.6,5.9,160,59.7,3,At Risk
64.8,58.61833333333334,47.0,56.6,15.1,155,77.3,3,At Risk
68.3,56.48166666666666,80.66666666666667,49.4,22.4,129,83.19999999999999,2,High Performer
76.8,75.58166666666666,75.0,30.6,31.5,138,100.0,8,Average
73.2,72.57,32.333333333333336,36.6,27.5,115,100.0,7,At Risk
79.5,71.36666666666667,80.33333333333333,51.0,19.9,94,97.7,12,High Performer
77.8,56.76,64.0,55.2,21.9,121,100.0,11,Average
83.5,53.583333333333336,59.66666666666666,33.8,32.1,109,100.0,11,Average
72.8,67.51,63.333333333333336,54.6,27.8,25,100.0,11,Average
80.6,56.01833333333334,60.333333333333336,26.4,22.2,57,100.0,7,Average
71.4,62.38833333333334,45.333333333333336,50.0,25.7,174,100.0,10,At Risk
73.3,68.01166666666667,64.0,41.0,8.1,116,60.3,4,Average
65.0,81.56,71.33333333333333,41.8,18.6,100,95.8,6,Average
76.4,61.48500000000001,26.33333333333333,70.2,19.5,45,100.0,2,At Risk
74.8,59.845,59.0,56.6,14.4,149,83.2,10,Average
79.5,57.56,69.33333333333333,66.4,12.8,34,94.4,6,Average
75.1,52.54333333333333,67.33333333333333,52.0,24.4,40,100.0,6,Average
76.8,69.09166666666667,48.333333333333336,33.4,34.6,20,100.0,10,At Risk
67.7,71.05,57.66666666666666,30.4,20.4,106,100.0,4,Average
74.2,64.84666666666666,62.66666666666666,38.8,34.6,33,100.0,3,Average
72.9,75.30833333333334,55.0,50.4,23.1,145,100.0,12,Average
78.5,61.335,65.0,71.6,28.6,150,100.0,11,Average
76.6,71.91833333333334,42.333333333333336,43.6,6.0,104,72.0,3,At Risk
75.3,59.715,80.66666666666667,35.4,6.1,168,68.3,9,High Performer
71.0,69.37166666666667,63.66666666666666,51.0,17.2,69,100.0,6,Average
80.3,63.90833333333333,37.0,42.6,33.7,157,100.0,10,At Risk
74.1,68.64833333333333,49.333333333333336,38.0,28.8,146,100.0,14,At Risk
66.7,60.153333333333336,50.333333333333336,64.0,34.4,76,100.0,2,Average
65.0,47.56,56.66666666666666,26.0,25.6,26,90.8,14,Average
76.0,55.35833333333333,73.0,71.0,9.0,83,83.0,7,Average
75.5,53.086666666666666,81.33333333333333,50.2,15.7,129,63.1,14,High Performer
72.0,75.37,58.333333333333336,43.2,28.4,71,100.0,14,Average
74.6,72.455,26.0,42.8,21.6,48,100.0,2,At Risk
70.6,49.41333333333333,70.33333333333333,46.2,6.6,30,57.8,9,Average
76.4,49.79333333333333,55.0,26.8,28.9,178,100.0,3,Average
74.7,47.785,67.66666666666667,34.8,8.4,55,63.2,14,Average
72.0,52.51333333333333,53.333333333333336,35.0,15.8,165,100.0,8,Average
70.8,60.295,58.0,45.2,19.0,90,83.0,7,Average
74.5,60.26166666666666,65.33333333333333,56.0,28.3,24,100.0,14,Average
82.3,68.26666666666667,56.66666666666666,38.4,23.2,99,100.0,14,Average
72.2,51.00333333333333,65.33333333333333,41.6,28.4,21,100.0,14,Average
64.6,54.78,70.33333333333333,46.2,33.0,86,100.0,5,Average
73.1,68.27833333333334,38.66666666666666,55.8,19.8,22,100.0,8,At Risk
74.0,55.925,51.0,41.8,19.1,80,67.30000000000001,6,Average
77.4,60.48,62.333333333333336,60.2,33.4,129,100.0,11,Average
75.4,68.71833333333333,68.0,23.6,30.3,49,100.0,2,Average
77.3,55.958333333333336,87.33333333333333,32.6,28.2,70,100.0,12,High Performer
81.9,56.083333333333336,72.66666666666667,51.6,11.2,24,87.6,10,Average
74.3,76.835,81.0,54.2,25.1,24,100.0,10,High Performer
74.0,57.071666666666665,56.66666666666666,39.0,9.3,143,77.9,3,Average
77.9,53.57333333333333,66.33333333333333,43.6,9.1,22,55.3,3,Average
66.1,49.465,60.333333333333336,36.0,21.5,44,76.5,6,Average
75.8,48.9,59.66666666666666,37.0,33.6,62,100.0,5,Average
70.5,61.25,56.66666666666666,35.6,26.1,149,100.0,6,Average
76.6,63.90833333333333,47.0,34.4,9.4,57,54.2,6,At Risk
68.4,68.97833333333334,66.33333333333333,49.4,14.8,144,100.0,5,Average
74.4,45.01333333333333,28.0,34.6,21.6,111,100.0,12,At Risk
82.3,73.82666666666667,58.0,31.0,27.2,43,99.6,5,Average
69.5,57.84833333333333,46.0,38.4,33.3,161,100.0,2,At Risk
70.1,60.81333333333333,73.33333333333333,47.2,26.6,32,100.0,14,Average
71.4,71.45,73.33333333333333,35.4,21.2,22,93.6,4,Average
76.0,64.98333333333333,71.33333333333333,36.2,11.9,47,87.7,14,Average
76.9,66.385,60.0,47.0,23.4,167,82.19999999999999,7,Average
77.2,74.41666666666667,86.0,43.8,19.4,149,100.0,9,High Performer
76.3,61.88833333333333,51.333333333333336,62.8,23.9,118,100.0,14,Average
75.7,69.55,51.0,51.6,18.5,80,87.5,10,Average
75.5,67.57000000000001,56.333333333333336,60.6,17.4,31,68.19999999999999,10,Average
73.7,61.126666666666665,62.333333333333336,46.6,7.4,144,80.2,11,Average
70.0,62.045,73.0,44.0,22.1,96,100.0,2,Average
71.8,65.95166666666667,70.33333333333333,60.4,25.2,174,100.0,2,Average
77.4,58.95166666666668,58.0,68.8,28.2,100,100.0,4,Average
72.3,57.03833333333333,40.66666666666666,27.6,30.1,112,100.0,11,At Risk
83.2,64.87166666666667,80.33333333333333,57.8,10.2,162,88.6,14,High Performer
68.0,53.20666666666667,74.0,40.8,20.8,64,72.4,11,Average
78.2,77.62166666666667,48.0,45.6,28.9,55,100.0,2,At Risk
79.5,62.833333333333336,53.66666666666666,58.0,11.3,40,45.900000000000006,13,Average
67.9,63.46,69.0,56.2,24.0,35,96.0,9,Average
71.2,60.145,86.66666666666667,37.4,28.6,129,100.0,11,High Performer
84.6,62.903333333333336,67.33333333333333,40.8,11.4,107,64.2,3,Average
74.0,59.57333333333333,66.66666666666667,43.8,32.6,167,100.0,6,Average
69.0,57.725,61.0,49.0,23.6,128,100.0,3,Average
79.1,59.815,65.0,44.2,24.6,167,87.80000000000001,12,Average
78.9,61.76,65.66666666666667,41.8,16.3,141,58.900000000000006,3,Average
76.8,56.975,56.0,10.4,28.5,31,100.0,2,Average
73.7,54.81666666666666,80.0,31.2,18.6,78,95.8,7,High Performer
70.5,65.25666666666667,57.66666666666666,19.6,19.7,134,97.1,11,Average
71.3,46.48166666666666,64.33333333333333,48.8,12.3,44,70.9,7,Average
70.8,62.028333333333336,65.66666666666667,49.2,19.0,62,85.0,9,Average
75.9,74.31,61.66666666666666,46.2,23.4,161,92.2,6,Average
71.3,56.81333333333333,60.66666666666666,30.0,20.3,174,100.0,14,Average
83.5,55.59666666666666,89.66666666666667,57.8,26.9,79,100.0,9,High Performer
77.6,57.945,66.66666666666667,50.2,24.1,141,100.0,6,Average
82.1,44.44833333333333,36.66666666666666,49.8,25.0,174,100.0,5,At Risk
80.2,57.18000000000001,65.0,51.8,34.8,47,100.0,8,Average
68.7,83.05,75.0,32.8,31.7,123,100.0,4,Average
76.7,59.85666666666666,61.66666666666666,31.6,17.8,139,73.4,14,Average
72.2,43.99666666666667,63.0,19.2,21.1,176,89.30000000000001,13,Average
75.0,60.48,73.0,60.6,16.4,103,100.0,6,Average
67.5,53.49333333333334,61.66666666666666,50.0,18.5,95,89.5,2,Average
72.6,63.37833333333333,53.66666666666666,47.8,13.4,156,52.2,7,Average
74.4,65.53833333333334,78.66666666666667,31.8,19.7,173,100.0,3,Average
80.2,63.14333333333334,29.666666666666668,27.6,8.1,126,60.3,13,At Risk
60.7,51.205000000000005,59.66666666666666,43.4,33.6,88,100.0,6,Average
74.6,69.25166666666667,56.66666666666666,42.0,30.4,39,100.0,10,Average
63.0,60.74666666666667,56.66666666666666,48.4,11.5,44,62.5,9,Average
63.3,43.955000000000005,76.33333333333333,56.4,16.8,64,100.0,8,Average
71.5,70.815,79.33333333333333,29.0,14.4,167,89.2,3,Average
69.6,59.53666666666666,70.33333333333333,38.6,28.2,67,100.0,5,Average
76.0,74.35166666666667,64.66666666666667,53.6,5.9,167,47.7,7,Average
73.8,65.075,90.66666666666669,30.6,23.0,118,85.0,14,High Performer
85.9,59.88833333333333,77.33333333333333,24.2,31.4,169,100.0,8,Average
79.4,68.07666666666667,66.33333333333333,24.8,34.2,174,100.0,9,Average
77.9,54.555,41.66666666666666,41.6,10.6,166,61.8,10,At Risk
78.0,60.83166666666667,62.333333333333336,68.8,20.4,81,87.19999999999999,7,Average
73.6,74.88333333333334,71.0,55.2,12.1,168,94.3,14,Average
87.0,53.685,65.33333333333333,29.4,25.6,134,100.0,4,Average
