Student_ID,Video_ID,Subject,Chapter,Video_Length,Watch_Time,Percentage_Completed,Number_of_Replays,Completion_Status
STU1737,VID13891,Chemistry,Organic Chemistry,56,18,32.14,1,Not Completed
STU1737,VID13892,Chemistry,Acids and Bases,48,32,66.67,5,Partially Completed
STU1737,VID13893,Biology,Cell,57,35,61.4,2,Partially Completed
STU1737,VID13894,Physics,Work and Energy,26,26,100.0,2,Completed
STU1737,VID13895,Chemistry,Acids and Bases,79,63,79.75,2,Partially Completed
STU1737,VID13896,Chemistry,Acids and Bases,42,40,95.24,1,Completed
STU1738,VID13897,Biology,Cell,65,53,81.54,2,Partially Completed
STU1738,VID13898,Mathematics,Trigonometry,70,69,98.57,5,Completed
STU1738,VID13899,Physics,Laws of Motion,44,39,88.64,5,Partially Completed
STU1738,VID13900,Chemistry,Atoms,37,33,89.19,0,Partially Completed
STU1738,VID13901,Chemistry,Organic Chemistry,49,20,40.82,5,Not Completed
STU1738,VID13902,Mathematics,Algebra,37,13,35.14,0,Not Completed
STU1738,VID13903,Physics,Work and Energy,87,13,14.94,1,Not Completed
STU1738,VID13904,Mathematics,Calculus,30,22,73.33,1,Partially Completed
STU1739,VID13905,Chemistry,Atoms,81,68,83.95,0,Partially Completed
STU1739,VID13906,Mathematics,Trigonometry,25,17,68.0,1,Partially Completed
STU1739,VID13907,Chemistry,Atoms,84,40,47.62,3,Not Completed
STU1739,VID13908,Mathematics,Trigonometry,67,66,98.51,5,Completed
STU1739,VID13909,Physics,Work and Energy,77,19,24.68,4,Not Completed
STU1739,VID13910,Biology,Cell,70,34,48.57,1,Not Completed
STU1739,VID13911,Physics,Motion,52,17,32.69,1,Not Completed
STU1739,VID13912,Chemistry,Organic Chemistry,74,41,55.41,1,Partially Completed
STU1740,VID13913,Chemistry,Organic Chemistry,72,35,48.61,1,Not Completed
STU1740,VID13914,Mathematics,Probability,87,72,82.76,5,Partially Completed
STU1740,VID13915,Chemistry,Organic Chemistry,34,17,50.0,4,Partially Completed
STU1740,VID13916,Biology,Human Body,38,25,65.79,0,Partially Completed
STU1740,VID13917,Chemistry,Atoms,43,34,79.07,0,Partially Completed
STU1740,VID13918,Physics,Electricity,46,21,45.65,4,Not Completed
STU1740,VID13919,Mathematics,Algebra,67,18,26.87,1,Not Completed
STU1740,VID13920,Chemistry,Organic Chemistry,74,32,43.24,5,Not Completed
STU1741,VID13921,Mathematics,Trigonometry,71,66,92.96,5,Completed
STU1741,VID13922,Biology,Human Body,50,27,54.0,5,Partially Completed
STU1741,VID13923,Biology,Human Body,38,29,76.32,1,Partially Completed
STU1741,VID13924,Physics,Motion,29,12,41.38,0,Not Completed
STU1741,VID13925,Biology,Human Body,79,76,96.2,5,Completed
STU1741,VID13926,Mathematics,Calculus,33,10,30.3,2,Not Completed
STU1741,VID13927,Mathematics,Algebra,29,22,75.86,5,Partially Completed
STU1741,VID13928,Physics,Motion,27,17,62.96,3,Partially Completed
STU1742,VID13929,Mathematics,Trigonometry,41,38,92.68,0,Completed
STU1742,VID13930,Mathematics,Probability,22,15,68.18,2,Partially Completed
STU1742,VID13931,Mathematics,Algebra,57,43,75.44,4,Partially Completed
STU1742,VID13932,Physics,Laws of Motion,43,25,58.14,0,Partially Completed
STU1742,VID13933,Mathematics,Probability,29,25,86.21,1,Partially Completed
STU1742,VID13934,Chemistry,Chemical Bonding,83,78,93.98,0,Completed
STU1742,VID13935,Mathematics,Algebra,52,42,80.77,1,Partially Completed
STU1742,VID13936,Biology,Human Body,65,26,40.0,5,Not Completed
STU1743,VID13937,Physics,Electricity,38,17,44.74,5,Not Completed
STU1743,VID13938,Physics,Laws of Motion,66,59,89.39,5,Partially Completed
STU1743,VID13939,Mathematics,Probability,77,75,97.4,3,Completed
STU1743,VID13940,Biology,Genetics,71,10,14.08,3,Not Completed
STU1743,VID13941,Chemistry,Atoms,31,28,90.32,3,Completed
STU1743,VID13942,Mathematics,Probability,59,28,47.46,1,Not Completed
STU1743,VID13943,Mathematics,Algebra,54,21,38.89,1,Not Completed
STU1743,VID13944,Mathematics,Algebra,22,12,54.55,4,Partially Completed
STU1744,VID13945,Chemistry,Organic Chemistry,35,13,37.14,2,Not Completed
STU1744,VID13946,Chemistry,Atoms,47,38,80.85,5,Partially Completed
STU1744,VID13947,Mathematics,Trigonometry,21,10,47.62,0,Not Completed
STU1744,VID13948,Chemistry,Organic Chemistry,75,43,57.33,0,Partially Completed
STU1744,VID13949,Chemistry,Organic Chemistry,59,12,20.34,1,Not Completed
STU1744,VID13950,Physics,Laws of Motion,73,20,27.4,4,Not Completed
STU1744,VID13951,Physics,Motion,30,18,60.0,4,Partially Completed
STU1744,VID13952,Chemistry,Organic Chemistry,36,11,30.56,4,Not Completed
STU1745,VID13953,Biology,Genetics,36,30,83.33,1,Partially Completed
STU1745,VID13954,Mathematics,Algebra,26,25,96.15,5,Completed
STU1745,VID13955,Physics,Work and Energy,35,23,65.71,0,Partially Completed
STU1745,VID13956,Chemistry,Chemical Bonding,38,37,97.37,5,Completed
STU1745,VID13957,Physics,Work and Energy,46,40,86.96,3,Partially Completed
STU1745,VID13958,Chemistry,Chemical Bonding,55,40,72.73,4,Partially Completed
STU1745,VID13959,Biology,Genetics,87,73,83.91,4,Partially Completed
STU1745,VID13960,Chemistry,Acids and Bases,39,22,56.41,3,Partially Completed
STU1746,VID13961,Biology,Plant Physiology,80,73,91.25,4,Completed
STU1746,VID13962,Mathematics,Algebra,51,48,94.12,1,Completed
STU1746,VID13963,Mathematics,Trigonometry,38,26,68.42,0,Partially Completed
STU1746,VID13964,Chemistry,Acids and Bases,81,49,60.49,3,Partially Completed
STU1746,VID13965,Biology,Human Body,23,18,78.26,3,Partially Completed
STU1746,VID13966,Physics,Electricity,69,69,100.0,0,Completed
STU1746,VID13967,Physics,Laws of Motion,33,10,30.3,0,Not Completed
STU1746,VID13968,Chemistry,Organic Chemistry,32,11,34.38,4,Not Completed
STU1747,VID13969,Mathematics,Algebra,62,60,96.77,3,Completed
STU1747,VID13970,Biology,Plant Physiology,51,18,35.29,2,Not Completed
STU1747,VID13971,Biology,Genetics,47,44,93.62,5,Completed
STU1747,VID13972,Physics,Electricity,43,40,93.02,1,Completed
STU1747,VID13973,Physics,Laws of Motion,58,54,93.1,3,Completed
STU1747,VID13974,Mathematics,Calculus,23,13,56.52,1,Partially Completed
STU1747,VID13975,Physics,Laws of Motion,29,12,41.38,0,Not Completed
STU1747,VID13976,Chemistry,Atoms,51,48,94.12,4,Completed
STU1748,VID13977,Chemistry,Acids and Bases,46,19,41.3,0,Not Completed
STU1748,VID13978,Mathematics,Probability,24,17,70.83,1,Partially Completed
STU1748,VID13979,Mathematics,Trigonometry,62,29,46.77,4,Not Completed
STU1748,VID13980,Biology,Plant Physiology,26,15,57.69,0,Partially Completed
STU1748,VID13981,Chemistry,Organic Chemistry,22,13,59.09,0,Partially Completed
STU1748,VID13982,Physics,Laws of Motion,47,27,57.45,5,Partially Completed
STU1748,VID13983,Chemistry,Organic Chemistry,46,18,39.13,1,Not Completed
STU1748,VID13984,Biology,Genetics,66,29,43.94,3,Not Completed
STU1749,VID13985,Mathematics,Probability,31,24,77.42,5,Partially Completed
STU1749,VID13986,Chemistry,Chemical Bonding,50,29,58.0,0,Partially Completed
STU1749,VID13987,Physics,Laws of Motion,21,11,52.38,3,Partially Completed
STU1749,VID13988,Physics,Motion,55,38,69.09,2,Partially Completed
STU1749,VID13989,Mathematics,Probability,81,32,39.51,4,Not Completed
STU1749,VID13990,Physics,Work and Energy,47,21,44.68,1,Not Completed
STU1749,VID13991,Mathematics,Algebra,21,15,71.43,1,Partially Completed
STU1749,VID13992,Physics,Electricity,30,15,50.0,5,Partially Completed
STU1750,VID13993,Chemistry,Organic Chemistry,67,50,74.63,4,Partially Completed
STU1750,VID13994,Physics,Electricity,73,63,86.3,3,Partially Completed
STU1750,VID13995,Chemistry,Acids and Bases,64,41,64.06,2,Partially Completed
STU1750,VID13996,Chemistry,Acids and Bases,29,21,72.41,1,Partially Completed
STU1750,VID13997,Mathematics,Trigonometry,72,16,22.22,2,Not Completed
STU1750,VID13998,Chemistry,Atoms,75,18,24.0,5,Not Completed
STU1750,VID13999,Biology,Genetics,74,39,52.7,5,Partially Completed
STU1750,VID14000,Biology,Human Body,49,16,32.65,5,Not Completed
STU1751,VID14001,Physics,Work and Energy,87,13,14.94,0,Not Completed
STU1751,VID14002,Mathematics,Calculus,54,33,61.11,5,Partially Completed
STU1751,VID14003,Chemistry,Atoms,21,13,61.9,5,Partially Completed
STU1751,VID14004,Physics,Laws of Motion,80,62,77.5,2,Partially Completed
STU1751,VID14005,Chemistry,Organic Chemistry,78,39,50.0,5,Partially Completed
STU1751,VID14006,Chemistry,Acids and Bases,49,20,40.82,4,Not Completed
STU1751,VID14007,Chemistry,Organic Chemistry,44,16,36.36,5,Not Completed
STU1751,VID14008,Physics,Motion,34,31,91.18,5,Completed
STU1752,VID14009,Chemistry,Acids and Bases,35,13,37.14,4,Not Completed
STU1752,VID14010,Mathematics,Calculus,65,46,70.77,2,Partially Completed
STU1752,VID14011,Mathematics,Probability,26,14,53.85,5,Partially Completed
STU1752,VID14012,Physics,Work and Energy,65,58,89.23,4,Partially Completed
STU1752,VID14013,Physics,Work and Energy,90,16,17.78,5,Not Completed
STU1752,VID14014,Biology,Cell,30,20,66.67,4,Partially Completed
STU1752,VID14015,Chemistry,Acids and Bases,46,17,36.96,2,Not Completed
STU1752,VID14016,Chemistry,Chemical Bonding,74,72,97.3,3,Completed
STU1753,VID14017,Chemistry,Chemical Bonding,28,24,85.71,1,Partially Completed
STU1753,VID14018,Biology,Human Body,57,55,96.49,4,Completed
STU1753,VID14019,Biology,Human Body,30,28,93.33,2,Completed
STU1753,VID14020,Biology,Plant Physiology,40,35,87.5,3,Partially Completed
STU1753,VID14021,Chemistry,Organic Chemistry,75,29,38.67,3,Not Completed
STU1753,VID14022,Chemistry,Organic Chemistry,29,21,72.41,2,Partially Completed
STU1753,VID14023,Mathematics,Calculus,60,56,93.33,0,Completed
STU1753,VID14024,Biology,Cell,62,61,98.39,2,Completed
STU1754,VID14025,Physics,Laws of Motion,64,60,93.75,3,Completed
STU1754,VID14026,Physics,Work and Energy,32,10,31.25,0,Not Completed
STU1754,VID14027,Mathematics,Probability,21,16,76.19,4,Partially Completed
STU1754,VID14028,Mathematics,Calculus,55,29,52.73,0,Partially Completed
STU1754,VID14029,Mathematics,Probability,31,27,87.1,2,Partially Completed
STU1754,VID14030,Physics,Electricity,51,18,35.29,4,Not Completed
STU1754,VID14031,Mathematics,Trigonometry,67,64,95.52,1,Completed
STU1754,VID14032,Physics,Electricity,46,10,21.74,4,Not Completed
STU1755,VID14033,Physics,Work and Energy,40,23,57.5,4,Partially Completed
STU1755,VID14034,Physics,Work and Energy,68,12,17.65,4,Not Completed
STU1755,VID14035,Biology,Cell,63,56,88.89,3,Partially Completed
STU1755,VID14036,Biology,Cell,68,52,76.47,4,Partially Completed
STU1755,VID14037,Physics,Electricity,23,11,47.83,4,Not Completed
STU1755,VID14038,Chemistry,Acids and Bases,47,23,48.94,3,Not Completed
STU1755,VID14039,Chemistry,Chemical Bonding,25,18,72.0,1,Partially Completed
STU1755,VID14040,Biology,Cell,64,24,37.5,3,Not Completed
STU1756,VID14041,Mathematics,Calculus,89,24,26.97,5,Not Completed
STU1756,VID14042,Chemistry,Chemical Bonding,37,14,37.84,4,Not Completed
STU1756,VID14043,Physics,Laws of Motion,65,24,36.92,2,Not Completed
STU1756,VID14044,Mathematics,Calculus,49,46,93.88,4,Completed
STU1756,VID14045,Physics,Laws of Motion,55,33,60.0,4,Partially Completed
STU1756,VID14046,Chemistry,Atoms,37,22,59.46,2,Partially Completed
STU1756,VID14047,Chemistry,Chemical Bonding,51,36,70.59,5,Partially Completed
STU1756,VID14048,Physics,Motion,22,18,81.82,4,Partially Completed
STU1757,VID14049,Physics,Motion,77,22,28.57,3,Not Completed
STU1757,VID14050,Physics,Motion,58,14,24.14,2,Not Completed
STU1757,VID14051,Chemistry,Acids and Bases,63,15,23.81,5,Not Completed
STU1757,VID14052,Physics,Laws of Motion,34,29,85.29,0,Partially Completed
STU1757,VID14053,Physics,Laws of Motion,35,27,77.14,0,Partially Completed
STU1757,VID14054,Biology,Plant Physiology,69,15,21.74,4,Not Completed
STU1757,VID14055,Physics,Motion,80,17,21.25,5,Not Completed
STU1757,VID14056,Chemistry,Acids and Bases,81,79,97.53,2,Completed
STU1758,VID14057,Physics,Work and Energy,31,22,70.97,0,Partially Completed
STU1758,VID14058,Chemistry,Atoms,43,36,83.72,0,Partially Completed
STU1758,VID14059,Physics,Work and Energy,38,37,97.37,2,Completed
STU1758,VID14060,Biology,Cell,62,44,70.97,4,Partially Completed
STU1758,VID14061,Physics,Laws of Motion,27,15,55.56,1,Partially Completed
STU1758,VID14062,Physics,Electricity,27,22,81.48,2,Partially Completed
STU1758,VID14063,Mathematics,Trigonometry,31,28,90.32,3,Completed
STU1758,VID14064,Chemistry,Chemical Bonding,53,52,98.11,3,Completed
STU1759,VID14065,Biology,Genetics,72,57,79.17,0,Partially Completed
STU1759,VID14066,Mathematics,Calculus,80,57,71.25,4,Partially Completed
STU1759,VID14067,Mathematics,Probability,26,19,73.08,2,Partially Completed
STU1759,VID14068,Biology,Plant Physiology,56,14,25.0,0,Not Completed
STU1759,VID14069,Physics,Work and Energy,51,29,56.86,3,Partially Completed
STU1759,VID14070,Physics,Work and Energy,29,26,89.66,5,Partially Completed
STU1759,VID14071,Biology,Genetics,64,10,15.62,0,Not Completed
STU1759,VID14072,Biology,Genetics,35,26,74.29,1,Partially Completed
STU1760,VID14073,Biology,Human Body,71,36,50.7,3,Partially Completed
STU1760,VID14074,Chemistry,Organic Chemistry,41,37,90.24,2,Completed
STU1760,VID14075,Mathematics,Probability,81,55,67.9,3,Partially Completed
STU1760,VID14076,Chemistry,Atoms,76,18,23.68,1,Not Completed
STU1760,VID14077,Physics,Work and Energy,57,12,21.05,3,Not Completed
STU1760,VID14078,Physics,Work and Energy,46,19,41.3,4,Not Completed
STU1760,VID14079,Mathematics,Algebra,41,32,78.05,4,Partially Completed
STU1760,VID14080,Physics,Work and Energy,45,10,22.22,0,Not Completed
STU1761,VID14081,Physics,Electricity,76,68,89.47,1,Partially Completed
STU1761,VID14082,Biology,Genetics,64,38,59.38,5,Partially Completed
STU1761,VID14083,Physics,Laws of Motion,71,68,95.77,5,Completed
STU1761,VID14084,Biology,Human Body,49,14,28.57,0,Not Completed
STU1761,VID14085,Mathematics,Calculus,23,15,65.22,2,Partially Completed
STU1761,VID14086,Chemistry,Acids and Bases,89,70,78.65,5,Partially Completed
STU1761,VID14087,Chemistry,Chemical Bonding,49,40,81.63,0,Partially Completed
STU1761,VID14088,Physics,Electricity,67,22,32.84,1,Not Completed
STU1762,VID14089,Chemistry,Atoms,85,81,95.29,3,Completed
STU1762,VID14090,Chemistry,Chemical Bonding,50,31,62.0,5,Partially Completed
STU1762,VID14091,Mathematics,Trigonometry,84,73,86.9,5,Partially Completed
STU1762,VID14092,Mathematics,Probability,24,10,41.67,5,Not Completed
STU1762,VID14093,Biology,Human Body,37,28,75.68,2,Partially Completed
STU1762,VID14094,Chemistry,Organic Chemistry,38,34,89.47,5,Partially Completed
STU1762,VID14095,Mathematics,Trigonometry,57,31,54.39,2,Partially Completed
STU1762,VID14096,Chemistry,Organic Chemistry,42,23,54.76,1,Partially Completed
STU1763,VID14097,Chemistry,Acids and Bases,83,77,92.77,2,Completed
STU1763,VID14098,Physics,Motion,29,26,89.66,1,Partially Completed
STU1763,VID14099,Mathematics,Algebra,55,14,25.45,3,Not Completed
STU1763,VID14100,Mathematics,Probability,26,25,96.15,1,Completed
STU1763,VID14101,Biology,Genetics,22,17,77.27,3,Partially Completed
STU1763,VID14102,Mathematics,Calculus,73,25,34.25,5,Not Completed
STU1763,VID14103,Physics,Laws of Motion,28,16,57.14,2,Partially Completed
STU1763,VID14104,Chemistry,Organic Chemistry,76,48,63.16,4,Partially Completed
STU1764,VID14105,Physics,Laws of Motion,69,68,98.55,0,Completed
STU1764,VID14106,Chemistry,Atoms,29,21,72.41,0,Partially Completed
STU1764,VID14107,Mathematics,Trigonometry,81,47,58.02,3,Partially Completed
STU1764,VID14108,Mathematics,Calculus,83,65,78.31,2,Partially Completed
STU1764,VID14109,Mathematics,Trigonometry,38,32,84.21,0,Partially Completed
STU1764,VID14110,Biology,Genetics,85,23,27.06,5,Not Completed
STU1764,VID14111,Physics,Laws of Motion,49,45,91.84,0,Completed
STU1764,VID14112,Mathematics,Trigonometry,68,57,83.82,0,Partially Completed
STU1765,VID14113,Chemistry,Atoms,87,32,36.78,2,Not Completed
STU1765,VID14114,Biology,Cell,21,20,95.24,3,Completed
STU1765,VID14115,Mathematics,Trigonometry,30,13,43.33,2,Not Completed
STU1765,VID14116,Mathematics,Probability,60,58,96.67,2,Completed
STU1765,VID14117,Biology,Human Body,89,12,13.48,2,Not Completed
STU1765,VID14118,Chemistry,Atoms,49,36,73.47,5,Partially Completed
STU1765,VID14119,Chemistry,Chemical Bonding,39,29,74.36,0,Partially Completed
STU1765,VID14120,Biology,Human Body,36,17,47.22,5,Not Completed
STU1766,VID14121,Mathematics,Trigonometry,30,18,60.0,0,Partially Completed
STU1766,VID14122,Chemistry,Organic Chemistry,35,16,45.71,1,Not Completed
STU1766,VID14123,Biology,Human Body,33,32,96.97,3,Completed
STU1766,VID14124,Mathematics,Algebra,25,14,56.0,1,Partially Completed
STU1766,VID14125,Mathematics,Probability,58,47,81.03,1,Partially Completed
STU1766,VID14126,Biology,Human Body,76,24,31.58,1,Not Completed
STU1766,VID14127,Biology,Plant Physiology,82,64,78.05,5,Partially Completed
STU1766,VID14128,Chemistry,Acids and Bases,25,18,72.0,2,Partially Completed
STU1767,VID14129,Biology,Human Body,33,21,63.64,0,Partially Completed
STU1767,VID14130,Biology,Cell,82,10,12.2,3,Not Completed
STU1767,VID14131,Biology,Cell,51,21,41.18,4,Not Completed
STU1767,VID14132,Chemistry,Atoms,70,57,81.43,1,Partially Completed
STU1767,VID14133,Biology,Plant Physiology,20,13,65.0,1,Partially Completed
STU1767,VID14134,Mathematics,Probability,60,46,76.67,0,Partially Completed
STU1767,VID14135,Chemistry,Acids and Bases,54,38,70.37,4,Partially Completed
STU1767,VID14136,Chemistry,Organic Chemistry,54,53,98.15,1,Completed
STU1768,VID14137,Biology,Plant Physiology,32,28,87.5,1,Partially Completed
STU1768,VID14138,Physics,Motion,70,25,35.71,1,Not Completed
STU1768,VID14139,Mathematics,Algebra,27,22,81.48,4,Partially Completed
STU1768,VID14140,Biology,Plant Physiology,28,23,82.14,5,Partially Completed
STU1768,VID14141,Mathematics,Probability,77,28,36.36,5,Not Completed
STU1768,VID14142,Mathematics,Probability,38,10,26.32,5,Not Completed
STU1768,VID14143,Biology,Plant Physiology,44,41,93.18,4,Completed
STU1768,VID14144,Mathematics,Calculus,36,32,88.89,2,Partially Completed
STU1769,VID14145,Chemistry,Chemical Bonding,57,17,29.82,1,Not Completed
STU1769,VID14146,Physics,Laws of Motion,58,26,44.83,3,Not Completed
STU1769,VID14147,Biology,Genetics,65,41,63.08,3,Partially Completed
STU1769,VID14148,Physics,Electricity,75,44,58.67,4,Partially Completed
STU1769,VID14149,Physics,Work and Energy,56,45,80.36,2,Partially Completed
STU1769,VID14150,Physics,Work and Energy,45,38,84.44,2,Partially Completed
STU1769,VID14151,Chemistry,Acids and Bases,21,18,85.71,4,Partially Completed
STU1769,VID14152,Mathematics,Trigonometry,30,13,43.33,1,Not Completed
STU1770,VID14153,Biology,Cell,58,42,72.41,0,Partially Completed
STU1770,VID14154,Chemistry,Chemical Bonding,38,22,57.89,2,Partially Completed
STU1770,VID14155,Chemistry,Chemical Bonding,50,50,100.0,1,Completed
STU1770,VID14156,Mathematics,Calculus,42,21,50.0,3,Partially Completed
STU1770,VID14157,Mathematics,Probability,87,22,25.29,1,Not Completed
STU1770,VID14158,Chemistry,Organic Chemistry,53,24,45.28,4,Not Completed
STU1770,VID14159,Biology,Human Body,32,29,90.62,4,Completed
STU1770,VID14160,Chemistry,Acids and Bases,47,28,59.57,4,Partially Completed
STU1771,VID14161,Chemistry,Atoms,74,10,13.51,2,Not Completed
STU1771,VID14162,Chemistry,Acids and Bases,67,36,53.73,2,Partially Completed
STU1771,VID14163,Mathematics,Probability,35,25,71.43,3,Partially Completed
STU1771,VID14164,Mathematics,Trigonometry,22,19,86.36,1,Partially Completed
STU1771,VID14165,Mathematics,Algebra,49,24,48.98,0,Not Completed
STU1771,VID14166,Chemistry,Organic Chemistry,68,24,35.29,5,Not Completed
STU1771,VID14167,Mathematics,Trigonometry,74,56,75.68,4,Partially Completed
STU1771,VID14168,Biology,Human Body,83,79,95.18,3,Completed
STU1772,VID14169,Physics,Motion,63,61,96.83,0,Completed
STU1772,VID14170,Physics,Work and Energy,29,29,100.0,2,Completed
STU1772,VID14171,Biology,Genetics,36,12,33.33,1,Not Completed
STU1772,VID14172,Mathematics,Probability,44,39,88.64,2,Partially Completed
STU1772,VID14173,Physics,Work and Energy,52,19,36.54,1,Not Completed
STU1772,VID14174,Mathematics,Calculus,38,37,97.37,1,Completed
STU1772,VID14175,Physics,Work and Energy,79,17,21.52,1,Not Completed
STU1772,VID14176,Physics,Motion,54,48,88.89,5,Partially Completed
STU1773,VID14177,Physics,Laws of Motion,64,55,85.94,2,Partially Completed
STU1773,VID14178,Mathematics,Trigonometry,53,41,77.36,1,Partially Completed
STU1773,VID14179,Mathematics,Algebra,28,25,89.29,1,Partially Completed
STU1773,VID14180,Biology,Plant Physiology,64,55,85.94,1,Partially Completed
STU1773,VID14181,Biology,Human Body,55,45,81.82,3,Partially Completed
STU1773,VID14182,Biology,Human Body,80,54,67.5,4,Partially Completed
STU1773,VID14183,Chemistry,Organic Chemistry,89,51,57.3,5,Partially Completed
STU1773,VID14184,Physics,Laws of Motion,36,23,63.89,4,Partially Completed
STU1774,VID14185,Biology,Cell,79,63,79.75,0,Partially Completed
STU1774,VID14186,Mathematics,Probability,23,16,69.57,4,Partially Completed
STU1774,VID14187,Biology,Plant Physiology,37,31,83.78,2,Partially Completed
STU1774,VID14188,Physics,Motion,72,20,27.78,5,Not Completed
STU1774,VID14189,Mathematics,Trigonometry,24,23,95.83,0,Completed
STU1774,VID14190,Mathematics,Algebra,66,60,90.91,0,Completed
STU1774,VID14191,Mathematics,Algebra,45,38,84.44,4,Partially Completed
STU1774,VID14192,Chemistry,Chemical Bonding,54,43,79.63,2,Partially Completed
STU1775,VID14193,Chemistry,Acids and Bases,66,26,39.39,4,Not Completed
STU1775,VID14194,Biology,Cell,56,30,53.57,4,Partially Completed
STU1775,VID14195,Chemistry,Acids and Bases,53,47,88.68,5,Partially Completed
STU1775,VID14196,Biology,Genetics,21,17,80.95,1,Partially Completed
STU1775,VID14197,Physics,Electricity,43,26,60.47,4,Partially Completed
STU1775,VID14198,Biology,Plant Physiology,45,37,82.22,5,Partially Completed
STU1775,VID14199,Biology,Genetics,71,11,15.49,3,Not Completed
STU1775,VID14200,Physics,Laws of Motion,43,29,67.44,2,Partially Completed
STU1776,VID14201,Physics,Electricity,29,18,62.07,4,Partially Completed
STU1776,VID14202,Physics,Laws of Motion,46,20,43.48,1,Not Completed
STU1776,VID14203,Chemistry,Organic Chemistry,25,17,68.0,5,Partially Completed
STU1776,VID14204,Physics,Motion,63,41,65.08,3,Partially Completed
STU1776,VID14205,Chemistry,Organic Chemistry,60,34,56.67,4,Partially Completed
STU1776,VID14206,Biology,Human Body,70,48,68.57,1,Partially Completed
STU1776,VID14207,Biology,Cell,22,14,63.64,2,Partially Completed
STU1776,VID14208,Chemistry,Chemical Bonding,47,24,51.06,5,Partially Completed
STU1777,VID14209,Biology,Genetics,61,50,81.97,3,Partially Completed
STU1777,VID14210,Mathematics,Calculus,59,40,67.8,2,Partially Completed
STU1777,VID14211,Mathematics,Calculus,75,40,53.33,5,Partially Completed
STU1777,VID14212,Physics,Electricity,69,64,92.75,2,Completed
STU1777,VID14213,Chemistry,Atoms,37,37,100.0,1,Completed
STU1777,VID14214,Physics,Motion,37,27,72.97,5,Partially Completed
STU1777,VID14215,Physics,Work and Energy,26,26,100.0,1,Completed
STU1777,VID14216,Physics,Electricity,22,14,63.64,5,Partially Completed
STU1778,VID14217,Chemistry,Organic Chemistry,77,73,94.81,1,Completed
STU1778,VID14218,Physics,Work and Energy,76,72,94.74,1,Completed
STU1778,VID14219,Biology,Genetics,72,62,86.11,2,Partially Completed
STU1778,VID14220,Chemistry,Chemical Bonding,56,45,80.36,5,Partially Completed
STU1778,VID14221,Chemistry,Organic Chemistry,20,11,55.0,2,Partially Completed
STU1778,VID14222,Mathematics,Algebra,80,57,71.25,0,Partially Completed
STU1778,VID14223,Mathematics,Calculus,74,33,44.59,4,Not Completed
STU1778,VID14224,Chemistry,Atoms,33,11,33.33,3,Not Completed
STU1779,VID14225,Physics,Laws of Motion,29,19,65.52,1,Partially Completed
STU1779,VID14226,Mathematics,Trigonometry,50,14,28.0,3,Not Completed
STU1779,VID14227,Physics,Work and Energy,51,26,50.98,5,Partially Completed
STU1779,VID14228,Biology,Plant Physiology,50,35,70.0,5,Partially Completed
STU1779,VID14229,Biology,Human Body,75,31,41.33,1,Not Completed
STU1779,VID14230,Physics,Motion,71,19,26.76,0,Not Completed
STU1779,VID14231,Chemistry,Organic Chemistry,79,75,94.94,2,Completed
STU1779,VID14232,Chemistry,Chemical Bonding,59,50,84.75,4,Partially Completed
STU1780,VID14233,Biology,Genetics,21,14,66.67,4,Partially Completed
STU1780,VID14234,Mathematics,Probability,59,10,16.95,5,Not Completed
STU1780,VID14235,Chemistry,Acids and Bases,43,42,97.67,4,Completed
STU1780,VID14236,Physics,Work and Energy,73,28,38.36,5,Not Completed
STU1780,VID14237,Physics,Work and Energy,64,62,96.88,3,Completed
STU1780,VID14238,Biology,Plant Physiology,72,37,51.39,2,Partially Completed
STU1780,VID14239,Mathematics,Algebra,57,28,49.12,5,Not Completed
STU1780,VID14240,Chemistry,Acids and Bases,25,11,44.0,3,Not Completed
STU1781,VID14241,Physics,Work and Energy,58,51,87.93,2,Partially Completed
STU1781,VID14242,Mathematics,Trigonometry,83,70,84.34,1,Partially Completed
STU1781,VID14243,Biology,Cell,54,15,27.78,1,Not Completed
STU1781,VID14244,Mathematics,Probability,82,65,79.27,1,Partially Completed
STU1781,VID14245,Biology,Genetics,50,40,80.0,4,Partially Completed
STU1781,VID14246,Chemistry,Acids and Bases,62,57,91.94,5,Completed
STU1781,VID14247,Mathematics,Calculus,54,51,94.44,5,Completed
STU1781,VID14248,Biology,Genetics,26,16,61.54,0,Partially Completed
STU1782,VID14249,Mathematics,Algebra,59,25,42.37,2,Not Completed
STU1782,VID14250,Chemistry,Acids and Bases,46,13,28.26,1,Not Completed
STU1782,VID14251,Biology,Cell,38,15,39.47,0,Not Completed
STU1782,VID14252,Chemistry,Chemical Bonding,62,45,72.58,1,Partially Completed
STU1782,VID14253,Physics,Electricity,60,20,33.33,0,Not Completed
STU1782,VID14254,Physics,Motion,22,18,81.82,2,Partially Completed
STU1782,VID14255,Mathematics,Probability,90,65,72.22,0,Partially Completed
STU1782,VID14256,Mathematics,Calculus,27,12,44.44,3,Not Completed
STU1783,VID14257,Mathematics,Trigonometry,25,19,76.0,5,Partially Completed
STU1783,VID14258,Biology,Genetics,35,11,31.43,2,Not Completed
STU1783,VID14259,Physics,Work and Energy,40,27,67.5,0,Partially Completed
STU1783,VID14260,Mathematics,Trigonometry,32,10,31.25,4,Not Completed
STU1783,VID14261,Physics,Electricity,48,23,47.92,5,Not Completed
